bed1,bed2,jaccA,jaccB
CTCF_hg38_c3.bed,ZNF84_hg38_c3.bed,0.032338,0.047146
BRCA1_hg38_c3.bed,ZNF85_hg38_c3.bed,0.006685,0.008987
CTCF_hg38_c3.bed,ZNF85_hg38_c3.bed,0.001301,0.001890
BRCA1_hg38_c3.bed,ZNF860_hg38_c3.bed,0.002721,0.003584
CTCF_hg38_c3.bed,ZNF860_hg38_c3.bed,0.000420,0.000613
BRCA1_hg38_c3.bed,ZNF879_hg38_c3.bed,0.000468,0.000593
CTCF_hg38_c3.bed,ZNF879_hg38_c3.bed,0.000240,0.000306
BRCA1_hg38_c3.bed,ZNF880_hg38_c3.bed,0.000314,0.000387
CTCF_hg38_c3.bed,ZNF880_hg38_c3.bed,0.000082,0.000108
BRCA1_hg38_c3.bed,ZNF883_hg38_c3.bed,0.140489,0.180819
CTCF_hg38_c3.bed,ZNF883_hg38_c3.bed,0.061129,0.084523
BRCA1_hg38_c3.bed,ZNF891_hg38_c3.bed,0.129191,0.167040
CTCF_hg38_c3.bed,ZNF891_hg38_c3.bed,0.078177,0.103346
BRCA1_hg38_c3.bed,ZNF8_hg38_c3.bed,0.121840,0.154435
CTCF_hg38_c3.bed,ZNF8_hg38_c3.bed,0.128443,0.167377
BRCA1_hg38_c3.bed,ZNF90_hg38_c3.bed,0.013756,0.017591
CTCF_hg38_c3.bed,ZNF90_hg38_c3.bed,0.011121,0.013655
BRCA1_hg38_c3.bed,ZNF92_hg38_c3.bed,0.016824,0.022351
CTCF_hg38_c3.bed,ZNF92_hg38_c3.bed,0.010283,0.013145
BRCA1_hg38_c3.bed,ZNF93_hg38_c3.bed,0.007930,0.010250
CTCF_hg38_c3.bed,ZNF93_hg38_c3.bed,0.001967,0.002733
BRCA1_hg38_c3.bed,ZSCAN16_hg38_c3.bed,0.060439,0.082265
CTCF_hg38_c3.bed,ZSCAN16_hg38_c3.bed,0.031368,0.043029
BRCA1_hg38_c3.bed,ZSCAN18_hg38_c3.bed,0.024274,0.030662
CTCF_hg38_c3.bed,ZSCAN18_hg38_c3.bed,0.003191,0.004640
BRCA1_hg38_c3.bed,ZSCAN21_hg38_c3.bed,0.140144,0.177432
CTCF_hg38_c3.bed,ZSCAN21_hg38_c3.bed,0.037788,0.054634
BRCA1_hg38_c3.bed,ZSCAN22_hg38_c3.bed,0.177709,0.225287
CTCF_hg38_c3.bed,ZSCAN22_hg38_c3.bed,0.045339,0.064495
BRCA1_hg38_c3.bed,ZSCAN23_hg38_c3.bed,0.065930,0.084247
CTCF_hg38_c3.bed,ZSCAN23_hg38_c3.bed,0.010219,0.015038
BRCA1_hg38_c3.bed,ZSCAN26_hg38_c3.bed,0.002474,0.003100
CTCF_hg38_c3.bed,ZSCAN26_hg38_c3.bed,0.000788,0.001081
BRCA1_hg38_c3.bed,ZSCAN29_hg38_c3.bed,0.070791,0.089680
CTCF_hg38_c3.bed,ZSCAN29_hg38_c3.bed,0.017169,0.024111
BRCA1_hg38_c3.bed,ZSCAN2_hg38_c3.bed,0.175367,0.214691
CTCF_hg38_c3.bed,ZSCAN2_hg38_c3.bed,0.074325,0.102615
BRCA1_hg38_c3.bed,ZSCAN30_hg38_c3.bed,0.168789,0.207749
CTCF_hg38_c3.bed,ZSCAN30_hg38_c3.bed,0.038702,0.055305
BRCA1_hg38_c3.bed,ZSCAN31_hg38_c3.bed,0.018041,0.024522
CTCF_hg38_c3.bed,ZSCAN31_hg38_c3.bed,0.002580,0.003960
BRCA1_hg38_c3.bed,ZSCAN4_hg38_c3.bed,0.078818,0.105387
CTCF_hg38_c3.bed,ZSCAN4_hg38_c3.bed,0.025814,0.035600
BRCA1_hg38_c3.bed,ZSCAN5A_hg38_c3.bed,0.078517,0.100249
CTCF_hg38_c3.bed,ZSCAN5A_hg38_c3.bed,0.010629,0.015529
BRCA1_hg38_c3.bed,ZSCAN5C_hg38_c3.bed,0.047090,0.059809
CTCF_hg38_c3.bed,ZSCAN5C_hg38_c3.bed,0.017006,0.023726
BRCA1_hg38_c3.bed,ZXDB_hg38_c3.bed,0.161522,0.205701
CTCF_hg38_c3.bed,ZXDB_hg38_c3.bed,0.043753,0.063583
BRCA1_hg38_c3.bed,ZXDC_hg38_c3.bed,0.085072,0.107763
CTCF_hg38_c3.bed,ZXDC_hg38_c3.bed,0.021401,0.031054
BRCA1_hg38_c3.bed,ZZZ3_hg38_c3.bed,0.011578,0.015763
CTCF_hg38_c3.bed,ZZZ3_hg38_c3.bed,0.004468,0.005859
